Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000284140	ENSG00000284140.1	20085746	20085833	22	MIR3618
ENSG00000207010	ENSG00000207010.1	12289227	12289329	12	RNU6-318P
ENSG00000207382	ENSG00000207382.1	62661621	62661725	17	Y_RNA
ENSG00000212171	ENSG00000212171.1	20401627	20401724	2	RNA5SP86
ENSG00000200398	ENSG00000200398.1	25213648	25213729	15	SNORD115-24
ENSG00000206820	ENSG00000206820.1	113420323	113420486	4	RNU1-138P
ENSG00000207385	ENSG00000207385.1	53265461	53265567	4	RNU6-310P
ENSG00000265213	ENSG00000265213.1	98997387	98997460	4	MIR3684
ENSG00000207312	ENSG00000207312.1	11027200	11027307	5	RNU6-429P
ENSG00000276083	ENSG00000276083.1	127587111	127587176	3	MIR7976
ENSG00000222431	ENSG00000222431.1	20452369	20452473	6	RNU6-141P
ENSG00000200983	ENSG00000200983.1	8684227	8684356	11	SNORA3A
ENSG00000201510	ENSG00000201510.1	76736641	76736980	15	RN7SKP217
ENSG00000263361	ENSG00000263361.1	154829458	154829540	5	MIR378H
ENSG00000252032	ENSG00000252032.1	51538625	51538729	1	RNU6-1281P
ENSG00000212195	ENSG00000212195.2	58631641	58631836	17	U3
ENSG00000206769	ENSG00000206769.1	61391595	61391703	18	RNU6-116P
ENSG00000251707	ENSG00000251707.2	120503037	120503096	X	RNU7-37P
ENSG00000266515	ENSG00000266515.1	86542482	86542552	4	MIR4452
ENSG00000201641	ENSG00000201641.1	77150328	77150437	4	RNU6-1187P
ENSG00000207347	ENSG00000207347.1	21564471	21564577	10	RNU6-306P
ENSG00000253063	ENSG00000253063.1	32477382	32477471	12	RNU6-494P
ENSG00000238419	ENSG00000238419.1	47259358	47259420	17	RNU7-186P
ENSG00000198984	ENSG00000198984.1	100307859	100307956	14	MIR345
ENSG00000244296	ENSG00000244296.3	19365766	19366044	22	RN7SL168P
ENSG00000222506	ENSG00000222506.1	171439526	171439627	3	Y_RNA
ENSG00000277188	ENSG00000277188.1	76712195	76712327	5	AC025188.2
ENSG00000221783	ENSG00000221783.1	21471058	21471146	7	MIR1183
ENSG00000263813	ENSG00000263813.1	134127125	134127192	2	MIR3679
ENSG00000281133	ENSG00000281133.1	45580892	45580996	1	AL355480.3
ENSG00000222179	ENSG00000222179.1	45989653	45989945	18	RN7SKP26
ENSG00000278773	ENSG00000278773.1	30061080	30061183	6	AL669914.4
ENSG00000266531	ENSG00000266531.1	65044688	65044769	14	MIR4706
ENSG00000199472	ENSG00000199472.1	73906316	73906427	14	Y_RNA
ENSG00000263909	ENSG00000263909.1	75090812	75090914	2	MIR5000
ENSG00000264438	ENSG00000264438.2	128709780	128710043	9	RN7SL560P
ENSG00000207982	ENSG00000207982.1	119069047	119069143	6	MIR548B
ENSG00000207132	ENSG00000207132.1	30344503	30344604	17	Y_RNA
ENSG00000239081	ENSG00000239081.1	24400056	24400117	16	RNU7-24P
ENSG00000275770	ENSG00000275770.1	48132797	48132867	12	MIR6505
ENSG00000222574	ENSG00000222574.1	78161698	78161992	3	RN7SKP61
ENSG00000207706	ENSG00000207706.1	53700015	53700101	19	MIR518F
ENSG00000207313	ENSG00000207313.1	48667457	48667593	12	SNORA2B
ENSG00000239228	ENSG00000239228.3	3058220	3058502	X	RN7SL578P
ENSG00000207731	ENSG00000207731.1	147230720	147230843	X	MIR506
ENSG00000241789	ENSG00000241789.3	51872178	51872464	3	RN7SL504P
ENSG00000207756	ENSG00000207756.1	36147892	36147988	5	MIR580
ENSG00000284535	ENSG00000284535.1	62789815	62789885	11	MIR6748
ENSG00000266204	ENSG00000266204.1	10038354	10038413	19	MIR5589
ENSG00000265996	ENSG00000265996.1	65057755	65057842	1	MIR3671
ENSG00000274705	ENSG00000274705.2	41660441	41660508	8	MIR486-1
ENSG00000222650	ENSG00000222650.1	236267780	236267958	1	RNU2-70P
ENSG00000263615	ENSG00000263615.1	99643059	99643149	13	MIR4306
ENSG00000243700	ENSG00000243700.3	58179771	58180064	14	RN7SL598P
ENSG00000206833	ENSG00000206833.1	57830536	57830642	16	RNU6-20P
ENSG00000265028	ENSG00000265028.1	24521362	24521435	3	AC012087.1
ENSG00000207705	ENSG00000207705.2	128207872	128207943	7	MIR129-1
ENSG00000264470	ENSG00000264470.1	64579847	64579923	1	MIR4794
ENSG00000201737	ENSG00000201737.1	200775584	200775750	2	RNU1-133P
ENSG00000276673	ENSG00000276673.1	76733302	76733476	8	AC011716.1
ENSG00000202215	ENSG00000202215.1	189709539	189709714	4	RNU1-51P
ENSG00000274986	ENSG00000274986.1	64898363	64898437	11	MIR6750
ENSG00000277127	ENSG00000277127.1	75057877	75058188	7	Metazoa_SRP
ENSG00000263752	ENSG00000263752.1	241477905	241477982	2	MIR3133
ENSG00000221464	ENSG00000221464.1	176367946	176368031	5	MIR1271
ENSG00000207255	ENSG00000207255.1	35471605	35471708	2	RNU6-1117P
ENSG00000252427	ENSG00000252427.1	46758766	46758873	11	AC115088.1
ENSG00000274234	ENSG00000274234.1	24210958	24211216	Y	RN7SL818P
ENSG00000284415	ENSG00000284415.1	98395218	98395307	10	MIR1287
ENSG00000199592	ENSG00000199592.1	77587049	77587159	10	RNA5SP321
ENSG00000222222	ENSG00000222222.1	150236967	150237156	1	RNU2-17P
ENSG00000283204	ENSG00000283204.1	64525513	64525565	2	MIR4434
ENSG00000265691	ENSG00000265691.1	129397062	129397147	5	MIR4460
ENSG00000281710	ENSG00000281710.1	30304321	30304536	3	U3
ENSG00000284305	ENSG00000284305.1	14901508	14901591	16	MIR3179-1
ENSG00000221340	ENSG00000221340.1	12569972	12570072	1	RNU6ATAC18P
ENSG00000278039	ENSG00000278039.1	73850487	73850571	X	AL353804.7
ENSG00000264004	ENSG00000264004.1	2274620	2274691	16	MIR4717
ENSG00000207310	ENSG00000207310.1	119341834	119341940	3	RNU6-1127P
ENSG00000207484	ENSG00000207484.1	51884556	51884653	15	Y_RNA
ENSG00000265392	ENSG00000265392.1	6429834	6429896	1	MIR4252
ENSG00000265847	ENSG00000265847.1	27886039	27886116	8	MIR4287
ENSG00000264897	ENSG00000264897.1	99964314	99964398	3	MIR3921
ENSG00000252714	ENSG00000252714.1	40331537	40331648	15	RNA5SP392
ENSG00000284351	ENSG00000284351.1	27701677	27701759	8	MIR3622A
ENSG00000239742	ENSG00000239742.3	50557682	50557998	20	RN7SL672P
ENSG00000265929	ENSG00000265929.1	106850885	106850999	14	MIR5195
ENSG00000277313	ENSG00000277313.1	120228046	120228295	1	7SK
ENSG00000222419	ENSG00000222419.1	103850797	103850911	X	RNA5SP511
ENSG00000252015	ENSG00000252015.1	141167257	141167357	2	RNU6-904P
ENSG00000284520	ENSG00000284520.1	46113686	46113768	22	MIRLET7B
ENSG00000252098	ENSG00000252098.1	27255464	27255567	1	Y_RNA
ENSG00000207568	ENSG00000207568.1	104117405	104117514	14	MIR203A
ENSG00000207637	ENSG00000207637.1	158532718	158532813	7	MIR595
ENSG00000207178	ENSG00000207178.1	182873841	182873947	2	RNU6-1122P
ENSG00000252332	ENSG00000252332.1	139448740	139448843	7	RNU6-911P
ENSG00000266594	ENSG00000266594.1	40813883	40813958	22	MIR4766
ENSG00000207334	ENSG00000207334.1	118976513	118976619	8	RNU6-12P
ENSG00000221393	ENSG00000221393.1	18127220	18127309	7	MIR1302-6
ENSG00000238749	ENSG00000238749.1	61883640	61883751	9	Y_RNA
ENSG00000278851	ENSG00000278851.1	65018505	65018570	11	MIR6879
ENSG00000266320	ENSG00000266320.1	35335640	35335758	22	MIR3909
ENSG00000251946	ENSG00000251946.1	54786387	54786492	6	RNU6-1023P
ENSG00000206811	ENSG00000206811.1	1962334	1962466	16	SNORA10
ENSG00000243339	ENSG00000243339.3	196399911	196400207	3	RN7SL738P
ENSG00000201624	ENSG00000201624.1	33982465	33982566	12	Y_RNA
ENSG00000212608	ENSG00000212608.1	53387713	53387836	3	AC112218.1
ENSG00000239168	ENSG00000239168.1	148991572	148991633	4	RNU7-197P
ENSG00000200591	ENSG00000200591.1	32639951	32640052	1	Y_RNA
ENSG00000278604	ENSG00000278604.1	74072454	74072676	15	RN7SL429P
ENSG00000243642	ENSG00000243642.3	58069970	58070288	19	RN7SL526P
ENSG00000212215	ENSG00000212215.1	61664145	61664239	5	RNU6-913P
ENSG00000238697	ENSG00000238697.1	76446988	76447089	6	RNU6-261P
ENSG00000202347	ENSG00000202347.1	113478915	113479078	13	RNU1-16P
ENSG00000201036	ENSG00000201036.1	100979002	100979090	14	AL132709.2
ENSG00000252342	ENSG00000252342.1	93820171	93820280	4	RNA5SP164
ENSG00000207516	ENSG00000207516.1	45537250	45537377	15	SNORA41B
ENSG00000222308	ENSG00000222308.1	151875566	151875692	5	RNA5SP198
ENSG00000252660	ENSG00000252660.1	62935701	62935802	12	Y_RNA
ENSG00000238649	ENSG00000238649.1	28723429	28723492	17	SNORD42A
ENSG00000251767	ENSG00000251767.1	77420325	77420386	1	RNU7-8P
ENSG00000212283	ENSG00000212283.1	101272936	101273049	2	SNORD89
ENSG00000251810	ENSG00000251810.1	27783846	27784053	10	RN7SKP132
ENSG00000253040	ENSG00000253040.1	42270589	42270715	18	RNA5SP454
ENSG00000202017	ENSG00000202017.1	60304047	60304151	5	RNU6-806P
ENSG00000265889	ENSG00000265889.1	36285312	36285413	17	Y_RNA
ENSG00000238452	ENSG00000238452.1	48494234	48494309	20	RNU7-144P
ENSG00000206598	ENSG00000206598.1	121354354	121354460	6	RNU6-1286P
ENSG00000252487	ENSG00000252487.1	151298841	151298933	6	RNY4P20
ENSG00000199942	ENSG00000199942.1	100976477	100976551	14	SNORD114-19
ENSG00000202048	ENSG00000202048.1	100981004	100981075	14	SNORD114-20
ENSG00000212611	ENSG00000212611.1	114017033	114017102	X	SNORD30
ENSG00000253010	ENSG00000253010.1	53415294	53415607	6	RN7SKP256
ENSG00000252205	ENSG00000252205.1	152250572	152250676	X	RNU6-764P
ENSG00000252063	ENSG00000252063.1	53760087	53760188	19	RNU6-1041P
ENSG00000199629	ENSG00000199629.1	53366058	53366209	7	RNU1-14P
ENSG00000252840	ENSG00000252840.1	151527831	151527938	1	AL365436.3
ENSG00000200428	ENSG00000200428.1	50743568	50743684	12	Y_RNA
ENSG00000277950	ENSG00000277950.1	20070716	20070965	22	Metazoa_SRP
ENSG00000252749	ENSG00000252749.1	63736444	63736505	14	RNU7-116P
ENSG00000200351	ENSG00000200351.1	98936638	98936747	5	Y_RNA
ENSG00000251844	ENSG00000251844.1	97552137	97552228	12	AC018659.1
ENSG00000222421	ENSG00000222421.1	127832635	127832743	9	Y_RNA
ENSG00000283724	ENSG00000283724.1	37480230	37480289	1	MIR6732
ENSG00000222942	ENSG00000222942.1	41766615	41766919	3	RN7SKP58
ENSG00000252513	ENSG00000252513.1	17789003	17789162	Y	RNU1-128P
ENSG00000275994	ENSG00000275994.1	118279190	118279320	4	SNORA24
ENSG00000207073	ENSG00000207073.1	49566672	49566772	19	Y_RNA
ENSG00000201121	ENSG00000201121.1	101662060	101662164	3	RNY1P12
ENSG00000266262	ENSG00000266262.1	237471119	237471191	1	MIR4428
ENSG00000278815	ENSG00000278815.1	136080497	136080597	5	Vault
ENSG00000202026	ENSG00000202026.1	31713753	31713853	17	RNU6-1134P
ENSG00000200171	ENSG00000200171.1	44153385	44153480	1	Y_RNA
ENSG00000199487	ENSG00000199487.1	41963868	41963969	5	Y_RNA
ENSG00000200179	ENSG00000200179.1	36203347	36203459	19	Y_RNA
ENSG00000276764	ENSG00000276764.1	18958147	18958413	5	Metazoa_SRP
ENSG00000222361	ENSG00000222361.1	98074667	98074763	15	RNU6-1186P
ENSG00000202569	ENSG00000202569.4	102436512	102436584	10	MIR146B
ENSG00000238962	ENSG00000238962.1	10815485	10815546	2	RNU7-176P
ENSG00000238584	ENSG00000238584.1	35249772	35249833	22	RNU7-167P
ENSG00000252086	ENSG00000252086.1	219761789	219761875	1	RNA5SP76
ENSG00000252368	ENSG00000252368.1	37264677	37264786	1	RNA5SP43
ENSG00000276857	ENSG00000276857.1	112299612	112299690	10	MIR6715A
ENSG00000244232	ENSG00000244232.3	128785147	128785448	3	RN7SL698P
ENSG00000251819	ENSG00000251819.1	100551820	100551922	15	RNU6-322P
ENSG00000266110	ENSG00000266110.1	85133794	85133873	1	MIR4423
ENSG00000200163	ENSG00000200163.1	25203227	25203308	15	SNORD115-18
ENSG00000201443	ENSG00000201443.1	108826764	108826869	X	RNU6-309P
ENSG00000252931	ENSG00000252931.1	85821855	85821957	15	RNU6-231P
ENSG00000252510	ENSG00000252510.1	116962347	116962471	1	RNA5SP55
ENSG00000240317	ENSG00000240317.3	219102434	219102719	2	RN7SL764P
ENSG00000273700	ENSG00000273700.1	111304142	111304209	12	MIR6760
ENSG00000276771	ENSG00000276771.1	27098900	27099114	7	AC004079.4
ENSG00000264349	ENSG00000264349.1	154975693	154975783	1	MIR4258
ENSG00000207131	ENSG00000207131.1	87826173	87826285	6	Y_RNA
ENSG00000239494	ENSG00000239494.2	169859756	169860052	1	RN7SL333P
ENSG00000200135	ENSG00000200135.1	112149360	112149472	12	Y_RNA
ENSG00000207245	ENSG00000207245.1	25106521	25106603	15	SNORD116-29
ENSG00000212176	ENSG00000212176.1	41239520	41239626	6	RNA5SP207
ENSG00000211137	ENSG00000211137.1	62823957	62824041	15	MIR190A
ENSG00000206949	ENSG00000206949.1	66501205	66501311	8	RNU6-1324P
ENSG00000223039	ENSG00000223039.1	151319635	151319950	6	RN7SKP268
ENSG00000242165	ENSG00000242165.3	100641975	100642273	11	RN7SL222P
ENSG00000264377	ENSG00000264377.1	234306467	234306539	1	MIR4671
ENSG00000199782	ENSG00000199782.1	25185631	25185712	15	SNORD115-9
ENSG00000199237	ENSG00000199237.1	49593104	49593213	12	RNU6-834P
ENSG00000200987	ENSG00000200987.1	25225203	25225284	15	SNORD115-30
ENSG00000207421	ENSG00000207421.1	44778390	44778456	1	SNORD38B
ENSG00000201015	ENSG00000201015.1	67546651	67546754	6	RNU6-280P
ENSG00000207965	ENSG00000207965.1	70079372	70079468	15	MIR629
ENSG00000238735	ENSG00000238735.1	20246326	20246387	2	RNU7-113P
ENSG00000201584	ENSG00000201584.1	121040610	121040710	2	Y_RNA
ENSG00000202318	ENSG00000202318.1	6234345	6234455	12	Y_RNA
ENSG00000265653	ENSG00000265653.1	12130760	12130816	10	MIR548AK
ENSG00000207499	ENSG00000207499.1	106420706	106420807	6	Y_RNA
ENSG00000206901	ENSG00000206901.1	139511424	139511555	2	SNORA72
ENSG00000241745	ENSG00000241745.3	52150104	52150419	1	RN7SL788P
ENSG00000264399	ENSG00000264399.1	58335976	58336022	17	MIR4736
ENSG00000199804	ENSG00000199804.1	24158603	24158722	14	RNA5SP383
ENSG00000207330	ENSG00000207330.1	27828763	27828869	13	RNU6-73P
ENSG00000266852	ENSG00000266852.2	104268336	104268405	10	MIR4482
ENSG00000274790	ENSG00000274790.1	6223480	6223580	21	Y_RNA
ENSG00000222344	ENSG00000222344.1	229894346	229894453	2	RNU6-613P
ENSG00000206669	ENSG00000206669.1	36858227	36858329	19	Y_RNA
ENSG00000222067	ENSG00000222067.1	126214260	126214478	11	RNU4-86P
ENSG00000201912	ENSG00000201912.1	145057108	145057437	X	RN7SKP189
ENSG00000200338	ENSG00000200338.1	41771945	41772103	4	RNU1-49P
ENSG00000206597	ENSG00000206597.1	62665422	62665570	11	SNORA57
ENSG00000264961	ENSG00000264961.1	80419418	80419493	17	MIR4730
ENSG00000238489	ENSG00000238489.1	20855251	20855357	15	RNU6-749P
ENSG00000284094	ENSG00000284094.1	15969533	15969621	11	MIR6073
ENSG00000244056	ENSG00000244056.3	84394072	84394336	15	RN7SL417P
ENSG00000206684	ENSG00000206684.1	172366540	172366646	1	RNU6-157P
ENSG00000212265	ENSG00000212265.1	56260333	56260446	5	RNA5SP185
ENSG00000266582	ENSG00000266582.1	47380496	47380565	18	MIR4527
ENSG00000272253	ENSG00000272253.1	67657105	67657211	14	RNA5SP386
ENSG00000241144	ENSG00000241144.3	102348392	102348691	4	RN7SL728P
ENSG00000200842	ENSG00000200842.1	62036833	62036945	17	Y_RNA
ENSG00000252578	ENSG00000252578.1	23163953	23164053	1	RNU6-135P
ENSG00000221333	ENSG00000221333.1	70283955	70284070	11	MIR548K
ENSG00000201548	ENSG00000201548.1	88585638	88585733	10	Y_RNA
ENSG00000275001	ENSG00000275001.1	16767235	16767416	10	AL365215.1
ENSG00000201428	ENSG00000201428.1	112267077	112267394	12	RN7SKP71
ENSG00000263354	ENSG00000263354.1	67081584	67081686	18	MIR5011
ENSG00000264200	ENSG00000264200.1	103849906	103849980	11	MIR4693
ENSG00000251878	ENSG00000251878.1	184431966	184432049	4	SNORD79
ENSG00000263940	ENSG00000263940.2	110117736	110118070	4	RN7SL275P
ENSG00000252979	ENSG00000252979.1	53766534	53766632	19	RNU6-165P
ENSG00000252319	ENSG00000252319.1	8720034	8720132	18	Y_RNA
ENSG00000253054	ENSG00000253054.1	35135443	35135502	10	RNU7-77P
ENSG00000200827	ENSG00000200827.1	12098427	12098532	18	RNU6-324P
ENSG00000253021	ENSG00000253021.1	44085213	44085303	19	RNU6-902P
ENSG00000207722	ENSG00000207722.1	53701227	53701287	19	MIR520B
ENSG00000277052	ENSG00000277052.1	132581997	132582061	12	MIR6763
ENSG00000239078	ENSG00000239078.1	9072455	9072516	8	RNU7-55P
ENSG00000239821	ENSG00000239821.3	18333276	18333573	19	RN7SL513P
ENSG00000265486	ENSG00000265486.2	76242022	76242301	10	RN7SL518P
ENSG00000252686	ENSG00000252686.1	29811916	29812018	14	RNU6-1234P
ENSG00000201059	ENSG00000201059.1	21000881	21000997	11	RNA5SP336
ENSG00000238297	ENSG00000238297.2	107999791	107999982	7	U3
ENSG00000207187	ENSG00000207187.1	30187434	30187566	2	SNORA10B
ENSG00000252735	ENSG00000252735.1	33338867	33338966	8	RNU6-528P
ENSG00000283569	ENSG00000283569.1	151368334	151368411	2	MIR4773-2
ENSG00000264607	ENSG00000264607.1	95137919	95137986	14	MIR3173
ENSG00000202231	ENSG00000202231.1	100822620	100822752	X	Z95327.1
ENSG00000275625	ENSG00000275625.1	74281703	74281849	X	AC004386.5
ENSG00000199030	ENSG00000199030.2	16539828	16539911	21	MIRLET7C
ENSG00000199631	ENSG00000199631.1	49490615	49490699	19	SNORD33
ENSG00000212135	ENSG00000212135.1	46762389	46762499	11	SNORD67
ENSG00000273727	ENSG00000273727.1	120354987	120355148	1	U1
ENSG00000201066	ENSG00000201066.1	155181881	155182184	7	RN7SKP280
ENSG00000212590	ENSG00000212590.1	152609313	152609434	7	AC003109.1
ENSG00000222966	ENSG00000222966.1	99952033	99952158	7	AC004522.1
ENSG00000207780	ENSG00000207780.1	17980868	17980961	22	MIR648
ENSG00000252822	ENSG00000252822.1	236060677	236060772	1	Y_RNA
ENSG00000244335	ENSG00000244335.3	153666226	153666510	X	RN7SL687P
ENSG00000207104	ENSG00000207104.1	54343546	54343652	X	RNU6-434P
ENSG00000206625	ENSG00000206625.1	67839939	67840045	15	RNU6-1
ENSG00000206629	ENSG00000206629.1	67429591	67429754	4	RNU1-63P
ENSG00000252619	ENSG00000252619.1	42417497	42417593	21	RNU6-1149P
ENSG00000207926	ENSG00000207926.1	52294219	52294308	3	MIR135A1
ENSG00000206583	ENSG00000206583.1	85509938	85510044	11	RNU6-1292P
ENSG00000275878	ENSG00000275878.1	66980120	66980410	7	RN7SL43P
ENSG00000252350	ENSG00000252350.1	156986372	156986693	4	RPPH1-3P
ENSG00000251757	ENSG00000251757.1	130622838	130622944	2	RNU6-848P
ENSG00000221711	ENSG00000221711.1	77702746	77702803	4	AC104701.1
ENSG00000207927	ENSG00000207927.1	112648183	112648251	4	MIR302A
ENSG00000222375	ENSG00000222375.1	29731051	29731404	16	RN7SKP127
ENSG00000207293	ENSG00000207293.1	57169108	57169209	5	Y_RNA
ENSG00000276353	ENSG00000276353.1	54130582	54130860	8	Metazoa_SRP
ENSG00000201715	ENSG00000201715.1	17345616	17345955	5	RN7SKP133
ENSG00000265521	ENSG00000265521.1	9967381	9967458	1	MIR5697
ENSG00000238420	ENSG00000238420.1	107930088	107930182	6	RNU6-437P
ENSG00000239823	ENSG00000239823.2	64390158	64390263	17	Y_RNA
ENSG00000199035	ENSG00000199035.2	168560896	168560973	5	MIR103A1
ENSG00000202193	ENSG00000202193.1	53337453	53337571	16	RNA5SP427
ENSG00000212450	ENSG00000212450.1	45789585	45789688	7	RNU6-241P
ENSG00000222451	ENSG00000222451.1	90163651	90163960	10	RN7SKP143
ENSG00000266370	ENSG00000266370.1	112037599	112037715	12	MIR3657
ENSG00000238490	ENSG00000238490.1	108060818	108060930	6	Y_RNA
ENSG00000199080	ENSG00000199080.1	52148923	52149041	6	MIR133B
ENSG00000200318	ENSG00000200318.2	58760466	58760681	15	U3
ENSG00000207185	ENSG00000207185.1	118593988	118594093	11	RNU6-1157P
ENSG00000201102	ENSG00000201102.1	177194983	177195095	2	Y_RNA
ENSG00000265673	ENSG00000265673.1	23562062	23562131	15	MIR4508
ENSG00000284375	ENSG00000284375.1	91351192	91351278	13	MIR19B1
ENSG00000274520	ENSG00000274520.1	44932320	44932406	2	AC012354.3
ENSG00000263514	ENSG00000263514.1	140205252	140205326	6	MIR3668
ENSG00000274589	ENSG00000274589.1	18538885	18539189	11	Metazoa_SRP
ENSG00000223318	ENSG00000223318.1	164895677	164895777	2	RNA5SP111
ENSG00000252290	ENSG00000252290.1	237555040	237555171	1	AL442065.1
ENSG00000252590	ENSG00000252590.1	23450658	23450722	7	RNU7-143P
ENSG00000278724	ENSG00000278724.1	151275509	151275789	X	Metazoa_SRP
ENSG00000207260	ENSG00000207260.1	109992325	109992431	4	RNU6-35P
ENSG00000207960	ENSG00000207960.1	157574336	157574422	7	MIR153-2
ENSG00000283532	ENSG00000283532.1	6374361	6374425	18	MIR4317
ENSG00000242509	ENSG00000242509.3	36870099	36870402	20	RN7SL156P
ENSG00000202001	ENSG00000202001.2	100755099	100755195	8	Y_RNA
ENSG00000212446	ENSG00000212446.1	44135883	44135989	17	RNU6-131P
ENSG00000276494	ENSG00000276494.1	2674625	2674740	11	AC021424.4
ENSG00000283645	ENSG00000283645.1	39676719	39676777	18	MIR5583-2
ENSG00000284321	ENSG00000284321.1	9903388	9903472	8	MIR124-1
ENSG00000280404	ENSG00000280404.1	102161120	102161337	7	AC005086.5
ENSG00000251931	ENSG00000251931.1	59450673	59450772	12	RNU6-871P
ENSG00000201846	ENSG00000201846.1	148557947	148558048	4	RNA5SP166
ENSG00000278421	ENSG00000278421.1	74274341	74274411	X	AC004386.7
ENSG00000200269	ENSG00000200269.1	48106081	48106188	4	RNU6-838P
ENSG00000252554	ENSG00000252554.1	129436875	129436980	6	RNU6-861P
ENSG00000202468	ENSG00000202468.1	60163567	60163707	18	RNU4-17P
ENSG00000221410	ENSG00000221410.1	10552122	10552204	19	MIR1238
ENSG00000201499	ENSG00000201499.1	200881715	200881821	2	RNU6-312P
ENSG00000284062	ENSG00000284062.1	42896197	42896275	8	MIR4469
ENSG00000274848	ENSG00000274848.1	30816030	30816302	16	Metazoa_SRP
ENSG00000252879	ENSG00000252879.1	212099521	212099676	1	RN7SKP98
ENSG00000283289	ENSG00000283289.1	53711002	53711088	19	MIR524
ENSG00000222578	ENSG00000222578.1	95840017	95840124	11	RNA5SP345
ENSG00000199325	ENSG00000199325.1	66614964	66615090	11	RNU4-39P
ENSG00000242860	ENSG00000242860.3	62072448	62072741	1	RN7SL180P
ENSG00000284246	ENSG00000284246.1	118644000	118644079	11	MIR6716
ENSG00000201594	ENSG00000201594.1	146427456	146427572	X	RNA5SP517
ENSG00000280466	ENSG00000280466.1	155925958	155926085	1	SCARNA4
ENSG00000265112	ENSG00000265112.1	89312225	89312306	9	MIR3153
ENSG00000264292	ENSG00000264292.1	239351724	239351804	2	MIR2467
ENSG00000239472	ENSG00000239472.3	5918564	5918844	6	RN7SL221P
ENSG00000251943	ENSG00000251943.1	172613428	172613534	1	RNU6-693P
ENSG00000207563	ENSG00000207563.1	95085208	95085304	9	MIR23B
ENSG00000264405	ENSG00000264405.1	69584722	69584823	12	MIR3913-1
ENSG00000200301	ENSG00000200301.1	35195306	35195423	20	RNA5SP483
ENSG00000274967	ENSG00000274967.1	53290640	53290751	3	Y_RNA
ENSG00000243227	ENSG00000243227.3	109450772	109451068	4	RN7SL55P
ENSG00000209480	ENSG00000209480.1	39313819	39313911	22	SNORD83B
